Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
7hCNBVRhHzcsRAv0TQnOzq,"Runaway Baby","Doo-Wops & Hooligans","Bruno Mars",2010-05-11,148448,72,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:20:49Z,"","Elektra (NEK)",0.658,0.762,10,-3.028,0,0.0425,0.263,0,0.127,0.823,163.864,4
77KnJc8o5G1eKVwX5ywMeZ,"Mind Over Matter (Reprise)","Mirrorball / Mind Over Matter (Reprise)","Young the Giant",2015-04-18,230866,76,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:21:02Z,"","Fueled By Ramen",0.393,0.487,0,-6.348,1,0.0337,0.229,0,0.128,0.3,151.958,4
3ZCTVFBt2Brf31RLEnCkWJ,"everything i wanted","everything i wanted","Billie Eilish",2019-11-13,245425,84,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:21:10Z,"","Darkroom/Interscope Records",0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,4
5kqIPrATaCc2LqxVWzQGbk,"7 Years","Lukas Graham","Lukas Graham",2016-04-01,237300,81,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:21:30Z,"","Warner Records",0.765,0.473,10,-5.829,1,0.0514,0.287,0,0.391,0.34,119.992,4
7yq4Qj7cqayVTp3FF9CWbm,"Riptide","Dream Your Life Away","Vance Joy",2014-09-08,204280,81,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:21:40Z,"folk-pop","F-Stop Records/Atlantic",0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,4
7eJMfftS33KTjuF7lTsMCx,"death bed (coffee for your head)","death bed (coffee for your head)","Powfu,beabadoobee",2020-02-08,173333,80,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:21:44Z,"bedroom pop","Columbia",0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,4
0sTlGEld0h8kIPZaKDYUf4,"Notion","Notion","The Rare Occasions",2021-12-02,195120,79,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:22:30Z,"","Elektra (NEK)",0.309,0.883,9,-3.825,1,0.0808,0.0673,0.00111,0.0849,0.312,159.488,4
1tuSpba0RXUMubHpAOWlMN,"You and I","Petals to Thorns","d4vd",2023-05-26,152551,73,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:22:53Z,"","Darkroom/Interscope Records",0.469,0.909,10,-6.726,0,0.0389,0.135,0.000164,0.453,0.333,90.222,4
31mzt4ZV8C0f52pIz1NSwd,"Shut up My Moms Calling (Sped up)","Shut up My Moms Calling (Sped up)","Hotel Ugly",2022-09-14,135529,75,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:22:59Z,"","Hotel Ugly, under exclusive license to Amuseio AB",0.653,0.474,5,-10.899,0,0.103,0.312,0.00000665,0.119,0.361,85.024,4
2BqfIlpahcebJPeu1IUTEo,"Do Me a Favour","Favourite Worst Nightmare","Arctic Monkeys",2007-04-22,209253,65,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:23:11Z,"indie,garage rock","Domino Recording Co",0.469,0.738,11,-6.638,0,0.0619,0.00013,0.0577,0.078,0.624,180.15,4
5U1OEoEW4xnalSAToamwZL,"Did you know that there's a tunnel under Ocean Blvd","Did you know that there's a tunnel under Ocean Blvd","Lana Del Rey",2022-12-07,285050,0,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:23:34Z,"","Polydor Records",0.45,0.323,0,-9.376,1,0.0304,0.753,0.0182,0.12,0.0511,119.858,4
6REbwUNlppTfcnV4d4ZoZi,"Swimming Pools (Drank)","Swimming Pools (Drank)","Kendrick Lamar",2012-01-01,247800,82,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:23:39Z,"hip-hop,west coast rap","Aftermath",0.693,0.445,8,-5.892,1,0.257,0.00625,0.000234,0.0899,0.199,74.044,4
0ZqWBTU1EkdVPAMwQgfKiv,"Going Through Changes","Recovery","Eminem",2010-06-18,298893,55,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:23:49Z,"rap,hip-hop","Aftermath",0.693,0.899,0,-4.084,1,0.259,0.0197,0,0.0594,0.319,86.048,4
2wAJTrFhCnQyNSD3oUgTZO,"Work Out","Cole World: The Sideline Story","J. Cole",2011-09-27,235320,81,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:24:11Z,"rap","Roc Nation LLC",0.831,0.427,2,-6.903,1,0.106,0.0531,0,0.307,0.216,93.004,4
1ewMCmw7qCb5a9ttqiyemu,"Liquor Store Blues (feat. Damian Marley)","Doo-Wops & Hooligans","Bruno Mars,Damian Marley",2010-05-11,229383,58,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:24:29Z,"reggae,ragga,roots reggae,dancehall","Elektra (NEK)",0.691,0.828,1,-3.909,0,0.0749,0.113,0,0.358,0.678,75.519,4
0VgkVdmE4gld66l8iyGjgx,"Mask Off","FUTURE","Future",2017-06-30,204600,83,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:24:36Z,"rap","Epic/Freebandz/A1",0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,4
1XTY6rA7XQosc0ynkkE9kN,"Black Friday","Black Friday","Tom Odell",2023-09-22,221510,72,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:24:44Z,"","UROK",0.48,0.199,6,-12.398,1,0.0329,0.931,0.0563,0.0978,0.201,165.476,4
6hHXft1nFyvfVv6UoRToPZ,"Our Last Summer","Super Trouper","ABBA",1980,259733,60,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:25:00Z,"","Polar Music International AB",0.504,0.528,2,-7.889,1,0.0244,0.72,0.0000628,0.432,0.414,98.341,4
6TvxPS4fj4LUdjw2es4g21,"Slipping Through My Fingers","The Visitors (Deluxe Edition)","ABBA",1981,233720,72,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:26:22Z,"","Polar Music International AB",0.475,0.26,5,-15.997,1,0.0322,0.796,0.0016,0.109,0.339,137.212,4
5SHpuW2qjkQtFRpE6P9Nks,"The 30th","Guitar Songs","Billie Eilish",2022-07-21,216448,74,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:26:29Z,"","Darkroom/Interscope Records",0.387,0.135,7,-14.398,1,0.051,0.929,0,0.0948,0.21,82.987,4
7rWgGyRK7RAqAAXy4bLft9,"Angeleyes","Voulez-Vous","ABBA",1979,260893,70,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:26:39Z,"","Polar Music International AB",0.719,0.922,11,-6.091,1,0.0338,0.523,0.000163,0.0867,0.964,133.113,4
0GjEhVFGZW8afUYGChu3Rr,"Dancing Queen","Arrival","ABBA",1976,230400,84,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:26:49Z,"","Polar Music International AB",0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,4
47Slg6LuqLaX0VodpSCvPt,"Just the Way You Are","Doo-Wops & Hooligans","Bruno Mars",2010-05-11,220734,83,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:26:57Z,"","Elektra (NEK)",0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,4
4yNk9iz9WVJikRFle3XEvn,"golden hour","this is what falling in love feels like (554Hz)","JVKE",2022-10-03,209259,76,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:27:14Z,"","JVKE",0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,3
0UV5zxRMz6AO4ZwUOZNIKI,"Where'd All the Time Go?","Shame, Shame (Deluxe Edition)","Dr. Dog",2010-11-02,234800,79,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:27:37Z,"","Anti/Epitaph",0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,4
1odExI7RdWc4BT515LTAwj,"Daylight","Daylight","David Kushner",2023-04-14,212953,82,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:27:46Z,"","Miserable Music Group, LLC",0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,4
6bnF93Rx87YqUBLSgjiMU8,"Heartless","After Hours","The Weeknd",2020-03-20,198266,78,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:27:54Z,"","Republic Records",0.537,0.746,10,-5.507,0,0.15,0.0236,0.000001,0.156,0.252,170.083,4
4k3xDpAdBuM17mNNHhOZkK,"nuts","LIVE FOREVER","Lil Peep,rainy bear",2015-12-02,85360,82,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:28:12Z,"emo rap,cloud rap","Death Note Music, LLC",0.51,0.739,2,-7.41,1,0.0415,0.00872,0,0.111,0.148,62.007,4
26vDr5jgWQoJOTH4Bu3KCQ,"WORTHLESS","Petals to Thorns","d4vd",2023-05-26,163049,64,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:28:20Z,"","Darkroom/Interscope Records",0.661,0.74,4,-6.39,0,0.056,0.0806,0,0.115,0.188,124.519,4
2QjOHCTQ1Jl3zawyYOpxh6,"Sweater Weather","I Love You.","The Neighbourhood",2013-04-22,240400,90,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:29:06Z,"","Columbia",0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
113xf7t4qNM7038YJvauik,"Nervous","Hard To Imagine The Neighbourhood Ever Changing","The Neighbourhood",2018-11-02,245000,73,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:29:22Z,"","Columbia",0.589,0.614,0,-7.528,0,0.0426,0.0213,0.165,0.31,0.318,119.837,4
14N3tALR3Mhf7UHpJRKk4L,"Twin Size Mattress","Talon Of The Hawk","The Front Bottoms",2013-05-21,264676,70,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:30:49Z,"midwest emo,folk punk,emo","Bar/None Records",0.325,0.867,4,-5.53,1,0.0809,0.00548,0.00000433,0.103,0.336,144.866,4
4EWCNWgDS8707fNSZ1oaA5,"Heartless","808s & Heartbreak","Kanye West",2008-11-24,211000,84,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:31:37Z,"rap","Roc-A-Fella",0.79,0.647,10,-5.983,0,0.136,0.0515,0,0.248,0.654,87.999,4
6sCvvleqKbeyOkQDieBYgp,"Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By","Black Panther: Wakanda Forever - Music From and Inspired By","Rihanna",2022-11-11,196520,62,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:32:16Z,"","Roc Nation/Def Jam/Hollywood",0.247,0.299,9,-6.083,1,0.0315,0.899,0,0.131,0.172,177.115,4
0zo4aX57COch7Wh3NRImTM,"Heartbeat","Camp","Childish Gambino",2011-11-15,269840,29,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:32:25Z,"","Glassnote Entertainment Group LLC",0.8,0.545,1,-7.002,0,0.127,0.00369,0.000461,0.0445,0.294,119.954,4
6dBUzqjtbnIa1TwYbyw5CM,"Lovers Rock","French Exit","TV Girl",2014-06-05,213920,87,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:33:00Z,"","TV Girl",0.559,0.871,5,-5.338,0,0.0397,0.00000753,0.00545,0.096,0.572,104.97,4
2T3jgoAMbBXiMMD8pSc6QL,"This Is The Life","This Is The Life (eDeluxe)","Amy Macdonald",2007-01-01,184413,77,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:33:28Z,"","EMI",0.628,0.882,1,-5.024,0,0.0323,0.259,0,0.065,0.853,95.083,4
4sCSUQnWQ6HJsOMjfPicdn,"Danza Kuduro","Fast Five (Original Motion Picture Soundtrack)","Don Omar,Lucenzo",2011-01-01,198386,72,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:34:37Z,"reggaeton,urbano latino","ABKCO Music & Records, Inc.",0.701,0.896,0,-6.459,1,0.0814,0.0866,0,0.0572,0.896,130.067,4
5l6hpyTGBK0LAAxgPnqTQL,"Look After You","How To Save A Life","The Fray",2005-09-13,266773,81,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:35:41Z,"","Epic",0.447,0.592,6,-3.015,0,0.0319,0.0575,0.00000447,0.13,0.283,78.039,4
4R8BdwRidxAWaYyFNU00P1,"War Of Hearts","Up In Flames","Ruelle",2015-01-20,226216,71,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:36:36Z,"","Craft Recordings",0.479,0.781,9,-6.344,0,0.124,0.221,0.55,0.0964,0.258,147.961,3
4Fv6wNYUixnYkj3Dgfrls8,"Tumblr Girls (feat. Christoph Andersson)","These Things Happen","G-Eazy,Christoph Andersson",2014-06-20,255680,81,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:38:02Z,"nu disco,francuski house","BPG/RVG/RCA Records",0.49,0.373,8,-9.762,1,0.26,0.101,0.000105,0.128,0.346,121.889,4
5lK0CKf7HOyuUHBjJncblj,"It's not fair","The After Taste","Kenya Grace",2024-03-22,162253,48,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:38:18Z,"","Major Recordings/Warner Records",0.52,0.49,6,-10.605,0,0.164,0.509,0.00174,0.0901,0.392,172.008,4
3zEN0ii6s4DHHBpnTp3RP7,"We Are The People","Walking On A Dream (10th Anniversary Edition)","Empire Of The Sun",2008-10-03,267373,83,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:38:34Z,"","EMI Recorded Music Australia Pty Ltd",0.675,0.781,4,-5.404,0,0.0306,0.0801,0.0143,0.422,0.534,122.989,4
5Z3GHaZ6ec9bsiI5BenrbY,"Young Dumb & Broke","American Teen","Khalid",2017-04-27,202546,81,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:39:01Z,"","Right Hand Music Group, LLC/RCA Records",0.799,0.539,1,-6.351,1,0.0421,0.199,0.0000166,0.165,0.394,136.948,4
7nzsY8vlnKdvGOEE0rjAXZ,"Arabella","AM","Arctic Monkeys",2013-09-09,207356,76,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:41:19Z,"indie,garage rock","Domino Recording Co",0.579,0.558,2,-6.986,1,0.0895,0.0202,0.00000126,0.212,0.506,179.949,4
7DFNE7NO0raLIUbgzY2rzm,"Let Her Go","All The Little Lights","Passenger",2012-11-05,252866,3,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T22:15:45Z,"folk-pop","Sony Music Entertainment",0.509,0.538,7,-7.335,1,0.0572,0.385,0,0.104,0.244,75.089,4
3u1FiuSpfsgVnekEMXgMwJ,"Tag, You're It","Cry Baby (Deluxe Edition)","Melanie Martinez",2015-08-14,189026,72,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T22:17:45Z,"","Atlantic Records",0.559,0.835,5,-5.555,0,0.0424,0.24,0.019,0.185,0.382,114.908,4
68Dni7IE4VyPkTOH9mRWHr,"No Role Modelz","2014 Forest Hills Drive","J. Cole",2014-12-09,292799,86,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T22:18:23Z,"rap","Roc Nation Records LLC",0.69,0.521,10,-8.492,0,0.339,0.324,0,0.0534,0.494,100.028,4
2dHHgzDwk4BJdRwy9uXhTO,"Creepin' (with The Weeknd & 21 Savage)","HEROES & VILLAINS","Metro Boomin,The Weeknd,21 Savage",2022-12-02,221520,82,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T22:20:21Z,"","Republic Records",0.716,0.613,1,-6.018,0,0.0522,0.391,0,0.0813,0.157,97.914,4
7iqQz931tn59mK6IZ3knRx,"Dealer","Blue Banisters","Lana Del Rey",2021-10-22,274293,72,g67f3jh6yh9zz6intmi4rh3nk,2024-04-28T13:00:21Z,"","Polydor Records",0.602,0.59,0,-6.346,0,0.0279,0.318,0.000166,0.104,0.381,130.08,4
3HQcsqRjRdruUjkbDSgmVF,"Woo","ANTI (Deluxe)","Rihanna",2016-01-28,235586,74,g67f3jh6yh9zz6intmi4rh3nk,2024-05-03T10:10:54Z,"","Roc Nation / Rihanna",0.42,0.466,9,-5.298,1,0.0326,0.054,0.00389,0.298,0.185,115.004,4
2rnZVDY6fPaTUjskifkok3,"Follow You","Follow You (Summer ’21 Version)","Imagine Dragons",2021-06-04,175643,34,g67f3jh6yh9zz6intmi4rh3nk,2024-05-03T10:13:20Z,"","KIDinaKORNER/Interscope Records",0.542,0.732,9,-5.956,1,0.0521,0.00209,0.0000792,0.496,0.489,124.912,4
4ACxa9buEUnOdYEoPcnMpi,"Your Woman","Women In Technology","White Town",1997-02-24,259893,2,g67f3jh6yh9zz6intmi4rh3nk,2024-05-03T10:13:38Z,"","Echo",0.815,0.605,5,-9.118,0,0.0368,0.033,0.684,0.114,0.795,102.642,4
5CTNmaXOY1nSnIUsxCpiyU,"Mix Sałat","1-800-OŚWIECENIE","Taco Hemingway,Daria Zawiałow,Zeppy Zep",2023-09-21,172678,53,g67f3jh6yh9zz6intmi4rh3nk,2024-05-07T12:10:42Z,"","2020",0.83,0.773,3,-6.726,0,0.162,0.371,0,0.106,0.872,100.025,4
6ggmioMS1gYK0I5AAdv2NH,"Gelato","1-800-OŚWIECENIE","Taco Hemingway",2023-09-21,195526,54,g67f3jh6yh9zz6intmi4rh3nk,2024-05-07T12:50:33Z,"","2020",0.497,0.781,11,-9.903,0,0.406,0.342,0,0.242,0.693,97.007,4
776AftMmFFAWUIEAb3lHhw,"ZITTI E BUONI","Teatro d'ira - Vol. I","Måneskin",2021-03-19,194786,72,g67f3jh6yh9zz6intmi4rh3nk,2024-05-12T11:29:34Z,"","RCA Records Label",0.625,0.939,4,-3.115,0,0.0669,0.00138,0,0.424,0.644,102.999,4
3Wrjm47oTz2sjIgck11l5e,"Beggin'","Chosen","Måneskin",2017-12-08,211560,83,g67f3jh6yh9zz6intmi4rh3nk,2024-05-12T12:35:12Z,"","RCA Records Label",0.714,0.8,11,-4.808,0,0.0504,0.127,0,0.359,0.589,134.002,4
36ONZ2CvV8KsLPapNPGTqa,"L'altra dimensione","Il ballo della vita","Måneskin",2018-10-26,126706,66,g67f3jh6yh9zz6intmi4rh3nk,2024-05-12T12:35:22Z,"","RCA Records Label",0.715,0.839,5,-2.35,0,0.0602,0.524,0,0.266,0.539,111.371,4
7exHT4swWOKL5addPeqkLP,"THE LONELIEST","RUSH!","Måneskin",2023-01-20,247067,70,g67f3jh6yh9zz6intmi4rh3nk,2024-05-12T12:35:35Z,"","Epic",0.525,0.599,2,-5.001,1,0.0281,0.00151,0,0.0762,0.226,129.841,4
7HMz8o0m7ASQ3ImFPfhWTY,"CORALINE","Teatro d'ira - Vol. I","Måneskin",2021-03-19,300413,70,g67f3jh6yh9zz6intmi4rh3nk,2024-05-12T12:36:40Z,"","RCA Records Label",0.363,0.678,2,-4.939,0,0.0995,0.0299,0,0.324,0.321,162.124,4
1v7L65Lzy0j0vdpRjJewt1,"Lose Yourself","Just Lose It","Eminem",2004-01-01,322226,80,g67f3jh6yh9zz6intmi4rh3nk,2024-05-15T22:21:42Z,"rap,hip-hop","Aftermath",0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,4
2prqm9sPLj10B4Wg0wE5x9,"BLUE","HIT ME HARD AND SOFT","Billie Eilish",2024-05-17,343120,83,g67f3jh6yh9zz6intmi4rh3nk,2024-05-17T08:30:18Z,"","Darkroom/Interscope Records",0.349,0.337,7,-10.671,1,0.0407,0.29,0.172,0.139,0.0365,142.01,4
7DpUoxGSdlDHfqCYj0otzU,"BITTERSUITE","HIT ME HARD AND SOFT","Billie Eilish",2024-05-17,298440,79,g67f3jh6yh9zz6intmi4rh3nk,2024-05-17T11:10:20Z,"","Darkroom/Interscope Records",0.521,0.254,9,-14.409,0,0.0399,0.815,0.884,0.114,0.153,125.021,4
6TGd66r0nlPaYm3KIoI7ET,"THE GREATEST","HIT ME HARD AND SOFT","Billie Eilish",2024-05-17,293840,84,g67f3jh6yh9zz6intmi4rh3nk,2024-05-17T11:10:43Z,"","Darkroom/Interscope Records",0.407,0.192,7,-10.99,1,0.0368,0.637,0.00000333,0.21,0.159,128.173,4
7BRD7x5pt8Lqa1eGYC4dzj,"CHIHIRO","HIT ME HARD AND SOFT","Billie Eilish",2024-05-17,303440,89,g67f3jh6yh9zz6intmi4rh3nk,2024-05-17T16:53:46Z,"","Darkroom/Interscope Records",0.7,0.425,7,-12.531,1,0.0529,0.144,0.879,0.083,0.521,110.015,4
5UdJ8CYTtVk5zzqhbPMA18,"IF NOT FOR YOU","RUSH!","Måneskin",2023-01-20,194874,54,g67f3jh6yh9zz6intmi4rh3nk,2024-05-21T04:31:09Z,"","Epic",0.528,0.431,9,-6.59,1,0.0283,0.629,0.000162,0.0946,0.293,139.741,3
5QOdYa6XQMdIm6fMYhjHQk,"Woda Księżycowa","Woda Księżycowa","Kubi Producent,bambi,Fukaj,stickxr",2024-03-22,191304,63,g67f3jh6yh9zz6intmi4rh3nk,2024-05-29T16:03:53Z,"","Sony Music Entertainment",0.573,0.753,5,-8.008,0,0.373,0.0194,0,0.549,0.46,138,4
3oDkdAySo1VQQG0ptV7uwa,"Lean Wit Me","Goodbye & Good Riddance","Juice WRLD",2018-12-10,175755,79,g67f3jh6yh9zz6intmi4rh3nk,2024-06-02T06:52:35Z,"melodyjny rap,emo rap","Juice WRLD Mixtape / ISR P&D",0.665,0.651,1,-5.515,1,0.156,0.0414,0,0.0896,0.237,163.935,4
0EfsDEYaSjGYd66Pr881nq,"Cry Baby","Wiped Out!","The Neighbourhood",2015-10-30,235160,73,g67f3jh6yh9zz6intmi4rh3nk,2024-06-02T14:18:18Z,"","Columbia",0.581,0.656,4,-4.891,0,0.0294,0.00269,0.00000278,0.101,0.338,108.033,4
0iVoLG8mSr3aEuyP2NzKec,"There She Goes - Single Version","Callin' All","The La's",2010-01-01,148666,38,g67f3jh6yh9zz6intmi4rh3nk,2024-06-05T12:19:19Z,"britpop,jangle pop,madchester","UMC (Universal Music Catalogue)",0.588,0.932,8,-8.63,1,0.0324,0.0187,0.000208,0.125,0.95,127.637,4
6TA5aymvVrtiPVbuAwmPIc,"Scary Love","Hard To Imagine The Neighbourhood Ever Changing","The Neighbourhood",2018-11-02,222666,63,g67f3jh6yh9zz6intmi4rh3nk,2024-06-10T10:15:04Z,"","Columbia",0.595,0.636,5,-5.981,0,0.0312,0.0000945,0.0529,0.196,0.147,112.008,4
5tOVc7CGhjt5KsuDIreM5B,"Marsz, Marsz","Trójkąt warszawski","Taco Hemingway",2015-05-13,230427,53,g67f3jh6yh9zz6intmi4rh3nk,2024-06-11T09:25:40Z,"","Taco Corp",0.729,0.617,1,-12.098,0,0.247,0.18,0,0.341,0.802,91.058,4
34Yl756FwYuZldE9xnshj5,"if u think i'm pretty","if u think i'm pretty","Artemas",2023-10-24,128205,69,g67f3jh6yh9zz6intmi4rh3nk,2024-06-12T11:38:57Z,"","10K Projects",0.535,0.622,8,-5.771,1,0.0593,0.541,0.0209,0.402,0.457,143.533,4
2kQuhkFX7uSVepCD3h29g5,"Smack That","Konvicted","Akon,Eminem",2006-01-01,212360,84,g67f3jh6yh9zz6intmi4rh3nk,2024-06-12T15:20:12Z,"rap,hip-hop","Konvict/Upfront/SRC/Universal Records",0.939,0.741,5,-5.171,0,0.0471,0.323,0,0.107,0.925,118.978,4
5Jh1i0no3vJ9u4deXkb4aV,"so american","GUTS (spilled)","Olivia Rodrigo",2024-03-22,169717,76,g67f3jh6yh9zz6intmi4rh3nk,2024-06-13T09:38:12Z,"","Olivia Rodrigo PS",0.435,0.947,8,-1.896,1,0.117,0.0337,0,0.691,0.503,93.278,4
1WbhIxkn5ECsOwUm795iX1,"Star Shopping","Star Shopping","Lil Peep",2015-08-17,142000,81,g67f3jh6yh9zz6intmi4rh3nk,2024-06-14T22:42:01Z,"emo rap,cloud rap","Death Note Music, LLC",0.538,0.471,4,-9.84,0,0.0955,0.0946,0.0185,0.116,0.307,93.07,4
18UuDPLv1vzx6SN6c5tgJ2,"900729","Trójkąt warszawski","Taco Hemingway",2015-05-13,303988,50,g67f3jh6yh9zz6intmi4rh3nk,2024-06-19T21:07:46Z,"","Taco Corp",0.92,0.461,6,-10.513,0,0.174,0.331,0,0.06,0.696,137.01,4
7kErF7jXHHvl0HefC09R4X,"Szlugi I Kalafiory","Trójkąt warszawski","Taco Hemingway",2015-05-13,186045,52,g67f3jh6yh9zz6intmi4rh3nk,2024-06-19T22:50:16Z,"","Taco Corp",0.873,0.527,11,-12.053,0,0.247,0.0489,0.00000181,0.336,0.133,88.005,4
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Idol Episode 4 (Music from the HBO Original Series)","The Weeknd,JENNIE,Lily-Rose Depp",2023-06-23,244684,91,g67f3jh6yh9zz6intmi4rh3nk,2024-06-20T21:39:31Z,"k-pop","XO / Republic Records",0.264,0.64,8,-6.221,1,0.0442,0.0393,0.00000231,0.151,0.19,84.828,4
6huNf4dutXRjJyGn7f5BPS,"Pray For Me","The Highlights","The Weeknd,Kendrick Lamar",2021-02-05,211420,78,g67f3jh6yh9zz6intmi4rh3nk,2024-06-21T06:15:13Z,"hip-hop,west coast rap","Universal Republic Records",0.732,0.678,2,-4.977,1,0.0886,0.0867,0.0000241,0.112,0.196,100.626,4
4qUtC2BwFC154Ha8YQRrkk,"How to disappear","Norman Fucking Rockwell!","Lana Del Rey",2019-08-30,228071,72,g67f3jh6yh9zz6intmi4rh3nk,2024-06-28T13:28:50Z,"","Polydor Records",0.538,0.304,9,-11.79,1,0.0352,0.613,0.000631,0.164,0.065,78.997,3
48SdtsEKujibZPrd6UMfAr,"Diet Mountain Dew","Born To Die","Lana Del Rey",2011-01-01,222920,53,g67f3jh6yh9zz6intmi4rh3nk,2024-07-04T19:30:41Z,"","Polydor Records",0.459,0.684,10,-5.971,0,0.0881,0.285,0,0.425,0.605,175.728,4
44HTE9IdjUk01DEAp54amH,"Don't Copy My Flow","Don't Copy My Flow","фрози,Mwizz,George Kipa",2024-06-14,172382,74,g67f3jh6yh9zz6intmi4rh3nk,2024-07-07T10:51:39Z,"","Ultra Records, LLC",0.397,0.81,11,-7.299,0,0.0549,0.0574,0.0000227,0.191,0.597,97.721,4
6x8g6DxglrzCSwKhv2Q1ee,"Sweet","Did you know that there's a tunnel under Ocean Blvd","Lana Del Rey",2023-03-24,215295,62,g67f3jh6yh9zz6intmi4rh3nk,2024-07-07T22:40:08Z,"","Polydor Records",0.305,0.241,0,-12.236,1,0.0283,0.959,0.00185,0.158,0.0688,136.262,3
22VdIZQfgXJea34mQxlt81,"Can't Feel My Face","Beauty Behind The Madness","The Weeknd",2015-08-28,213520,81,g67f3jh6yh9zz6intmi4rh3nk,2024-07-07T22:44:11Z,"","Universal Republic Records",0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,4
3Vr3zh0r7ALn8VLqCiRR10,"Stargazing","Stargazing","Myles Smith",2024-05-10,172533,87,g67f3jh6yh9zz6intmi4rh3nk,2024-07-07T22:56:56Z,"","RCA Records Label",0.635,0.601,1,-6.129,0,0.0295,0.246,0,0.11,0.332,123.994,4
